YEAR,DUNSNO,COMPANYNAME,NATIONALCODE,COUNTYCODE,STATECODE,CITYCODE,STREETADDRESS,CITY,STATE,ZIPCODE,ZIPCODE4,MAILINGADDRESSCODE,MAILINGADDRESS,MAILINGCITYNAME,MAILINGSTATE,MAILINGZIPCODE,MAILINGZIPCODE4,PHONENUMBER,PRINCIPAL,DDM,BUSINESSDESCRIPTION,YEARSTARTED,SLS,SLSCODE,EMPLOYEESTHISSITE,EMPLOYEESTHISSITECODE,EMPLOYEESALLSITES,EMPLOYEESALLSITESCODE,SIC1,SIC2,SIC3,SIC4,SIC5,SIC6,SECONDARYNAME,PARENTCITYNAME,PARENTSTATE,DANDBOFFICE,HQDUNSNO,PARENTDUNSNO,ULTDUNSNO,STATUS,SUBSIDIARYINDICATOR,MANUFACTURING,SALESGROWTH,EMPLOYMENTGROWTH,SMSACODE,BASEYEARSALES,BASEYEAREMPLOYMENT,TRENDYEARSALES,TRENDYEAREMPLOYMENT,POPULATIONCODE,TRANSACTIONCODE,HIERCODE,DIASCODE,REPORTDATE
2000,835493268,NARNIACOM,0,313,45,5736,6445 JOSEPHINE AVE,MINNEAPOLIS,MN,55439,1422,,,,,,,6122509252,SHARALYN HACKBARTH,OWNER,MNGMNT CNSLTNG SVCS,2000,71000,2,1,0,1,0,8742,305,,,,,,,,,,,,0,0,1,,,370,,,,,9,2,,,814
2000,835494761,WHITE NOISE NORDIC SKI TE,0,313,45,4161,13329 NORTHRIDGE RD,HOPKINS,MN,55305,1013,,,,,,,9525930465,RANDAL GIBBS,OWNER,AMUSEMENT RCRTN N,2000,32000,2,1,0,1,0,7999,1119,,,,,,,,,,,,0,0,1,,,370,,,,,9,2,,,814
2000,835495156,MCGINNIS JEREMY,0,38,45,311,2044 138TH AVE NW,ANOKA,MN,55304,3901,,,,,,,7637579579,JEREMY MCGINNIS,OWNER,RDO TV ELECTRNC S,2000,59000,2,1,0,1,0,5731,9901,,,,,JERS CUSTOM CAR AUDIO,,,,,,,0,0,1,,,370,,,,,7,3,,,1213
2000,835495172,CARLSON JOSH,0,225,45,1301,34 MARCIN HL,BURNSVILLE,MN,55337,4011,,,,,,,9528984213,JOSH CARLSON,OWNER,CARPENTRY WORK,2000,160000,2,3,2,3,2,1751,0,,,,,MASTER CRAFT CARPENTRY,,,,,,,0,0,1,,,370,,,,,7,3,,,1213
2000,835503694,PRIDE ROY,0,698,45,7647,936 DAYTON AVE,SAINT PAUL,MN,55104,6544,,P O BOX 50370,MINNEAPOLIS,MN,55405,370,6122996947,ROY PRIDE,OWNER,CMMRCL EQUIP NEC,2000,110000,2,1,0,1,0,5046,0,,,,,PERK VENDING,,,,,,,0,0,1,,,370,,,,,8,3,,,1213
2000,835504809,HOLM CARPET RECOVERY INC,0,544,45,6926,10338 305TH AVE,PRINCETON,MN,55371,3339,,,,,,,7633893649,JEFF HOLM,PRESIDENT,CRPT UPHLSTRY CLNG,2000,24000,2,1,0,1,0,7217,0,,,,,,,,,,,,0,0,1,,,,,,,,4,3,,,1213
2000,835505160,SILVERSTREAK CONCRETE,0,786,45,6940,16043 CAMBRIDGE CIR SE,PRIOR LAKE,MN,55372,1708,,,,,,,9522261233,JOHN FICKAS,PARTNER,CONCRETE WORK,2000,120000,2,2,0,2,0,1771,0,,,,,,,,,,,,0,0,1,,,370,,,,,6,3,,,1213
2000,835505624,T J PRINTING,0,797,45,2614,14102 87TH ST NE,ELK RIVER,MN,55330,7303,,,,,,,7634413474,JACKIE STELMACH,OWNER,COMMRCL PRTNG LITH,2000,47000,2,1,0,1,0,2752,0,,,,,,,,,,,,0,0,0,,,503,,,,,5,3,,,1213
2000,835536314,GOLTZ APPRAISALS INC,0,38,45,850,22410 CEDAR DR NW,BETHEL,MN,55005,9538,,,,,,,7637537822,LOWANA GOLTZ,OWNER,RL ESTE AGNTS MGRS,2000,57000,2,1,0,1,0,6531,9901,,,,,,,,,,,,0,0,1,,,370,,,,,7,3,,,1213
2000,835541942,ABBYS CUSTOM WOODWORKING,0,962,45,5820,5450 FALCON AVE,MONTICELLO,MN,55362,2988,,,,,,,7632953622,MARK ABRAMOWICZ,OWNER,CARPENTRY WORK,2000,38000,2,1,0,1,0,1751,0,,,,,,,,,,,,0,0,1,,,370,,,,,6,3,,,1213
2000,835547907,TNT LAWNCARE,0,786,45,7857,516 7TH AVE E,SHAKOPEE,MN,55379,2507,,,,,,,9524961766,SHANNON THEIS,PARTNER,LAWN GARDEN SVCS,2000,69000,2,2,0,2,0,782,0,,,,,,,,,,,,0,0,1,,,370,,,,,6,3,,,1213
2000,835551180,GREAT RIVER TRANSPORT,0,38,45,311,3303 BRYANT AVE,ANOKA,MN,55303,1454,,,,,,,7634215947,LASSIE MACGUIRE,OWNER,LCL PASS TRANS NEC,2000,24000,2,1,0,1,0,4119,0,,,,,,,,,,,,0,0,1,,,370,,,,,7,3,,,1213
2000,835577706,BETTER BUILDERS OF MN,0,203,45,2222,899 VERONA AVE,WINDOM,MN,56101,1630,,,,,,,5072595974,PAUL JOHNSON,PARTNER,SNGL-FAM HSNG CNSTR,2000,190000,2,2,0,2,0,1521,9901,,,,,,,,,,,,0,0,1,,,,,,,,4,3,,,1213
2000,835578084,WINCELL ROOFING,0,313,45,2166,13024 89TH AVE N,OSSEO,MN,55369,9513,,,,,,,6124160235,BRIAN WINCELL,OWNER,RFNG SDNG SHT MTL,2000,51000,2,1,0,1,0,1761,0,,,,,,,,,,,,0,0,1,,,370,,,,,9,3,,,1213
2000,835583944,HAIDER ELECTRIC,0,786,45,7857,401 APPLEBLOSSOM LN,SHAKOPEE,MN,55379,8234,,,,,,,9524030542,DAVID HAIDER,OWNER,ELECTRICAL WORK,2000,42000,2,1,0,1,0,1731,0,,,,,,,,,,,,0,0,1,,,370,,,,,6,3,,,1213
2000,835587929,PLATINUM CONSTRUCTION,0,38,45,1489,3687 223RD AVE NE,CEDAR,MN,55011,4768,,,,,,,6124132901,THOMAS SANDSTROM,OWNER,SNGL-FAM HSNG CNSTR,2000,100000,2,1,0,1,0,1521,0,,,,,,,,,,,,0,0,1,,,370,,,,,7,3,,,1213
2000,835593018,KLEINBOEHL CONSULTING,0,786,45,7773,13295 BRUNSWICK AVE S,SAVAGE,MN,55378,4422,,,,,,,9528946447,KATHLEEN KLEINBOEHL,OWNER,MNGMNT CNSLTNG SVCS,2000,66000,2,1,0,1,0,8742,9908,,,,,,,,,,,,0,0,1,,,370,,,,,6,2,,,814
2000,835593422,FAITH HILL FARM,0,225,45,4310,7609 BABCOCK TRL,INVER GROVE H,MN,55077,5803,,,,,,,6514531051,,,GEN FARMS PRIM CRO,2000,150000,2,2,0,2,0,191,0,,,,,,,,,,,,0,0,1,,,370,,,,,7,2,,,814
2000,835593620,PATTYS PLACE/THE FAMILY,0,38,45,1489,22144 PALISADE ST NE,CEDAR,MN,55011,9759,,,,,,,6124138105,PATRICA SPEAR,OWNER,BEAUTY SHOPS,2000,18000,2,1,0,1,0,7231,0,,,,,,,,,,,,0,0,1,,,370,,,,,7,2,,,814
2000,835593729,DOUBLE EAGLE INVESTORS CL,0,313,45,6513,7144 ORCHID LN N,OSSEO,MN,55311,3229,,,,,,,7634203605,JIM HANSON,,INVESTMENT ADVICE,2000,130000,2,2,0,2,0,6282,0,,,,,,,,,,,,0,0,1,,,370,,,,,9,2,,,814
2000,835594123,POLAR EYES VIDEO PRODUCTION,0,126,45,1556,7381 KURVERS POINT RD,CHANHASSEN,MN,55317,7522,,,,,,,9529493107,KURT FOSSEY,OWNER,SVCS ALLD MTN PICT,2000,65000,2,1,0,1,0,7819,0,,,,,,,,,,,,0,0,1,,,370,,,,,5,2,,,814
2000,835594370,JUST RIGHT MASSAGE,0,225,45,1301,91 MEADOW CIR N,BURNSVILLE,MN,55337,4554,,,,,,,9528829297,RUTH HOWELL,OWNER,MISC PRSNL SVCS NE,2000,29000,2,1,0,1,0,7299,0,,,,,,,,,,,,0,0,1,,,370,,,,,7,2,,,814
2000,835595799,GEORGIES CRAFTS & GIFTS,0,38,45,1620,238 TWILITE TER,CIRCLE PINES,MN,55014,1625,,,,,,,7637864790,GEORGIANA KIRSCHENMAMN,OWNER,HOBBY TOY GAME SH,2000,31000,2,1,0,1,0,5945,0,,,,,,,,,,,,0,0,1,,,370,,,,,7,2,,,814
2000,835599916,BOBS LAWN SERVICE,0,797,45,9425,26865 101ST ST,ZIMMERMAN,MN,55398,,,,,,,,7638564937,BOB GROVER,OWNER,LAWN GARDEN SVCS,2000,35000,2,1,0,1,0,782,0,,,,,,,,,,,,0,0,1,,,503,,,,,5,2,,,814
2000,835604393,VEND EX VENDING REPAIR &,0,38,45,311,17846 EIDELWEISS ST NW,ANOKA,MN,55304,1221,,,,,,,7637534012,DARYL BAUERMEISTER,OWNER,CMMRCL EQUIP NEC,2000,110000,2,1,0,1,0,5046,0,,,,,,,,,,,,0,0,1,,,370,,,,,7,2,,,814
2000,835607362,BLUDGEONEER FANTASY SPORT,0,225,45,1301,301 E BURNSVILLE PKWY,BURNSVILLE,MN,55337,2800,,,,,,,9528944424,MICHEAL AMHALT,OWNER,SPTG GDS BCYLE SHP,2000,100000,2,2,0,2,0,5941,0,,,,,,,,,,,,0,0,1,,,370,,,,,7,2,,,814
2000,835614111,NEWMAN BRICK & STONE MASO,0,962,45,7626,401 ELDER CIR NW,SAINT MICHAEL,MN,55376,1046,,,,,,,7634978146,MIKE NEWMAN,OWNER,MSNRY OTHER STNWRK,2000,80000,2,2,0,2,0,1741,9907,,,,,,,,,,,,0,0,1,,,370,,,,,6,2,,,814
2000,835614178,Z WORKS,0,71,45,7171,5370 400TH ST,RICE,MN,56367,9547,,,,,,,3206565211,MIKE ZABLOSKI,PARTNER,WOOD PRODUCTS NEC,2000,200000,0,3,0,3,0,2499,1503,,,,,,,,,,,,0,0,0,,,503,,,,,5,3,,,1205
2000,835614335,LNAE PRECISION MACHINING,0,313,45,2166,8723 COTTONWOOD LN N,OSSEO,MN,55369,4560,,,,,,,6124939138,RUSSELL LANE,OWNER,GNRL IND MCHNRY NE,2000,71000,2,1,0,1,0,3569,0,,,,,,,,,,,,0,0,0,,,370,,,,,9,2,,,814
2000,835614491,ALPINE VENDING,0,38,45,311,2831 CUTTERS GROVE AVE,ANOKA,MN,55303,6226,,,,,,,7637121933,JONATHAN WHITE,OWNER,CMMRCL EQUIP NEC,2000,110000,2,1,0,1,0,5046,0,,,,,,,,,,,,0,0,1,,,370,,,,,7,2,,,814
2000,835614590,POMERLEAU CONSTRUCTION INC,0,313,45,8984,2265 BAYVIEW PL,WAYZATA,MN,55391,9704,,,,,,,7634717875,BART POMERLEAU,OWNER,MANAGEMENT SERVICES,2000,320000,2,5,0,5,0,8741,0,,,,,,,,,,,,0,0,1,,,370,,,,,9,2,,,814
2000,835614681,ARC AUTOMOTIVE REPLACEMEN,0,786,45,7857,815 8TH AVE E,SHAKOPEE,MN,55379,2526,,,,,,,9524962069,MATT LEHMAN,OWNER,GNRL ATMTVE RPR SHP,2000,41000,2,1,0,1,0,7538,0,,,,,,,,,,,,0,0,1,,,370,,,,,6,2,,,814
2000,835614707,GARAGE SALE PLANET CO,0,38,45,311,1565 8TH AVE,ANOKA,MN,55303,5247,,,,,,,7633233397,,,ADVERTISING NEC,2000,150000,2,2,0,2,0,7319,0,,,,,,,,,,,,0,0,1,,,370,,,,,7,2,,,814
2000,835628749,HORIZONS ALLIANCE,0,313,45,6513,14736 80TH AVE N,OSSEO,MN,55311,2168,,,,,,,7634206884,JOE PUNCOCHAR,OWNER,CTLG ML-ORDER HSES,2000,100000,2,2,0,2,0,5961,401,,,,,,,,,,,,0,0,1,,,370,,,,,9,2,,,814
2000,835640934,GARYS BOBCAT SERVICE,0,225,45,4812,17383 JONQUIL AVE,LAKEVILLE,MN,55044,9437,,,,,,,9528920003,GARY GAEGER,OWNER,HEAVY CONSTR NEC,2000,61000,2,1,0,1,0,1629,0,,,,,,,,,,,,0,0,1,,,370,,,,,7,2,,,814
2000,835778457,TAX CONSULTANTS INC,0,313,45,5736,9925 LYNDALE AVE S,MINNEAPOLIS,MN,55420,4732,,,,,,,9528885810,ANNE PETILLO,PRESIDENT,TAX RETRN PREP SVCS,2000,24000,2,1,0,1,0,7291,0,,,,,,,,,,,,0,0,1,,,370,,,,,9,3,,,1012
2000,835782459,RAUENHORST RECRUITING CO,0,313,45,5736,7600 PARKLAWN AVE STE 215,MINNEAPOLIS,MN,55435,5128,,,,,,,9528971420,CHARLES J RAUENHORST,PRESIDENT,EMPLOYMENT AGENCIES,2000,530000,2,8,0,8,0,7361,101,,,,,,,,,,,,0,0,1,,,370,,,,,9,3,,,620
2000,835860581,BEARDMORE INVESTMENTS INC,0,247,45,213,2308 S BROADWAY ST STE 6,ALEXANDRIA,MN,56308,4517,,P O BOX 365,ALEXANDRIA,MN,56308,365,3207625480,,,MNGMNT CNSLTNG SVCS,2000,130000,2,2,0,2,0,8742,0,,,,,,,,,,,,0,0,1,,,,,,,,5,3,,,920
2000,836183343,ROSNI HOSPITAILITY LLC,0,126,45,8774,301 E FRONTAGE RD,WACONIA,MN,55387,1864,,,,,,,9524425147,YESH PATEL,,HOTELS AND MOTELS,2000,100000,1,2,0,2,0,7011,100,,,,,SUPER 8 MOTEL,,,,,,,0,0,1,,,370,,,,,5,3,,,111
2000,836454335,RESTORE OF HASTINGS,0,225,45,3853,3769 SHANNON DR,HASTINGS,MN,55033,8802,,,,,,,6514371525,DAVID LANGENFELD,OWNER,REUPHLSTRY FURN RP,2000,51000,2,2,0,2,0,7641,201,,,,,,,,,,,,0,0,1,,,370,,,,,7,3,,,1213
2000,836487462,LITTLE WNNIE RESORT CAMPGROUND,0,357,45,2187,55671 COUNTY ROAD 9,DEER RIVER,MN,56636,2691,,,,,,,2182468501,SHANNON GRAUPMNN,OWNER,HOTELS AND MOTELS,2000,53000,2,2,0,2,0,7011,0,,,,,,,,,,,,0,0,1,,,,,,,,5,3,,,1121
2000,836487470,MIDSTATE PLASTICS CORP,0,137,45,7136,SPRUCE ST,REMER,MN,56672,,,P O BOX 230,REMER,MN,56672,230,2185662663,ALAN RAJDL,PRESIDENT,PLSTCS PRODUCTS NE,2000,1300000,2,22,0,22,0,3089,613,,,,,,Bellevue,OH,,,194820783,194820783,0,3,0,,,,,,,,4,3,2,758648,905
2000,836707240,MEISCHS HOME INSPECTION SVC,0,214,45,2012,14372 PINEBAY TRL,CROSSLAKE,MN,56442,,,,,,,,2188286419,GARY NORDSTROM,PRESIDENT,BUS SERVICES NEC,2000,84000,2,2,0,2,0,7389,203,,,,,,,,,,,,0,0,1,,,,,,,,5,3,,,1106
2000,837498542,GRAND ELY LODGE,0,775,45,2684,400 N PIONEER RD,ELY,MN,55731,1057,,,,,,,2183656565,BILL SCHULTZ,CHIEF EXECUTIVE OFFICER,HOTELS AND MOTELS,2000,1200000,2,36,1,36,1,7011,0,,,,,HOLIDAY INN SUNSPREE RESORT,,,,,,,0,0,1,,,166,,,,,7,3,,,615
2000,837641356,VECTOR INTERNET SERVICES INC,0,313,45,5736,12 S 6TH ST STE 250,MINNEAPOLIS,MN,55402,1549,,,,,,,6122880880,ALLAN R ANGEN,PRESIDENT,INFRMTN RTRVL SVCS,2000,2800000,0,25,0,25,0,7375,9902,,,,,VISICOM,New Haven,CT,,,42023296,,0,3,1,,,370,,,,,9,3,,,606
2000,838265416,A/T TECHNICAL SALES,0,38,45,311,3339 174TH LN NW,ANOKA,MN,55304,1154,,,,,,,7637537514,TED MANGLES,OWNER,RADIO TV PBLSHR R,2000,100000,2,1,0,1,0,7313,200,,,,,,,,,,,,0,0,1,,,370,,,,,7,2,,,814
2000,838790889,I T TOOLING AND MACHINING INC,0,830,45,6555,3440 9TH ST NW,OWATONNA,MN,55060,1185,,,,,,,5074552144,RICHARD SIMCOX,PRESIDENT,METAL STAMPINGS NE,2000,800000,0,10,0,10,0,3469,9916,,,,,,,,,,,,0,0,0,,,,,,,,5,3,,,629
2000,838880862,PREMIER TANNING STUDIO INC,0,38,45,7556,3747 BRIDGE ST NW,SAINT FRANCIS,MN,55070,9767,,P O BOX 395,SAINT FRANCIS,MN,55070,395,7637530353,ANGELIC UNTEREKER,PRESIDENT,MISC PRSNL SVCS NE,2000,200000,2,6,0,6,0,7299,105,,,,,ANGEYS TANNING STUDIO,,,,,,,0,0,1,,,370,,,,,7,3,,,1120
2000,838982346,TEMPS FOR HAIR,0,225,45,1301,2800 CLIFF RD E STE 220,BURNSVILLE,MN,55337,3363,,,,,,,9528946864,TRACY CAMERON,OWNER,HELP SUPPLY SERVCS,2000,1600000,2,15,0,15,0,7363,103,,,,,,,,,,,,0,0,1,,,370,,,,,7,3,,,428
2000,839429016,XIOTECH CORPORATION,0,313,45,2514,6509 FLYING CLOUD DR,EDEN PRAIRIE,MN,55344,3394,,,,,,,9528285980,PHILLIP SORAN,PRESIDENT,COMPTR STRGE DVCES,2000,14400000,2,110,0,111,0,3572,0,,,,,,Scotts Valley,CA,,839429016,98533326,98533326,1,3,0,,,370,,,,,9,3,2,1946712,1218
2000,839627531,LEGACY ROOF SYSTEMS & CNSTR,0,313,45,5736,9139 LYNDALE AVE S,MINNEAPOLIS,MN,55420,3522,,,,,,,9528888484,KEITH KOVACEVICK,OWNER,RFNG SDNG SHT MTL,2000,1000000,0,1,0,1,0,1761,103,,,,,,,,,,,,0,0,1,,,370,,,,,9,3,,,1003
2000,839671828,ORCHARD PSYD ANN,0,313,45,5736,6500 PARNELL AVE,MINNEAPOLIS,MN,55435,1515,,,,,,,6129296774,ANN ORCHARD,OWNER,SERVICES NEC,2000,36000,2,1,0,1,0,8999,1003,,,,,,,,,,,,0,0,1,,,370,,,,,9,3,,,1214
2000,839677148,BEC-KI LLC,0,236,45,4483,101 8TH ST SE,KASSON,MN,55944,2900,,,,,,,5076342929,JOHN TOLLEFSON,PRESIDENT,EATING PLACES,2000,810000,2,40,0,40,0,5812,500,,,,,A & W RESTAURANT,,,,,,,0,0,1,,,,,,,,4,2,,,815
2000,839691859,MALWITZ JOSH,0,225,45,4812,9840 250TH ST W,LAKEVILLE,MN,55044,8538,,,,,,,6124832413,JOSH MALWITZ,OWNER,LAWN GARDEN SVCS,2000,30000,2,1,0,1,0,782,0,,,,,A PERFECT TOUCH LANDSCAPING,,,,,,,0,0,1,,,370,,,,,7,3,,,1214
2000,839691875,LOCAL YOKEL,0,313,45,6513,,OSSEO,MN,55369,,,P O BOX 41392,MINNEAPOLIS,MN,55441,392,6125511123,JOEL ULDRYCH,OWNER,NEWSPAPERS,2000,26000,2,1,0,1,0,2711,100,,,,,,,,,,,,0,0,0,,,370,,,,,9,3,,,1214
2000,839838450,LIWE INC,0,38,45,311,13900 SUNFISH LAKE BLVD N,ANOKA,MN,55303,4542,,,,,,,7633238114,EMY TIBKE,PRESIDENT,NONRESID CONSTR NE,2000,3000000,0,25,0,25,0,1542,101,,,,,,,,,,,,0,0,1,,,370,,,,,7,2,,,816
2000,839841124,FIELD GEAR INC,0,819,45,5610,317 E MAIN ST,MELROSE,MN,56352,1163,,P O BOX 250,MELROSE,MN,56352,250,3202562500,BARBARA BRANDT,PRESIDENT,CSTM CMPTR PRGMG SV,2000,200000,2,3,0,3,0,7371,301,,,,,,,,,,,,0,0,1,,,503,,,,,7,2,,,816
2000,839866360,SHEPERSKI TRUCKING,0,896,45,5624,14775 555TH AVE,MENAHGA,MN,56464,3074,,,,,,,2185644488,WAYNE SHEPERSKI,OWNER,LCL TRCKG W/O STRGE,2000,130000,2,3,0,3,0,4212,0,,,,,,,,,,,,0,0,1,,,,,,,,4,3,,,1214
2000,839872780,SIGNS OF SUCCESS INC,0,621,45,7262,3205 E RIVER RD NE,ROCHESTER,MN,55906,3423,,P O BOX 146,ROCHESTER,MN,55903,146,5075362764,ED TROST,PRESIDENT,OUTDR ADVRTSNG SVCS,2000,56000,2,1,0,1,0,7312,0,,,,,,,,,,,,0,0,1,,,491,,,,,6,2,,,816
2000,839874695,TIER III COMPANY LLC,0,225,45,1301,14401 PORTLAND AVE,BURNSVILLE,MN,55337,4666,,P O BOX 1001,BURNSVILLE,MN,55337,1,6128126077,DON BILOTTA,,COMP RLTD SVCS NEC,2000,63000,2,1,0,1,0,7379,200,,,,,,,,,,,,0,0,1,,,370,,,,,7,2,,,816
2000,840186956,KASPERS PLUMBING LLC,0,962,45,8046,6263 QUINN AVE NW,SOUTH HAVEN,MN,55382,3836,,,,,,,3202363988,WAYNE KASPER,PRESIDENT,PLBNG HTNG AIR-CO,2000,48000,2,1,0,1,0,1711,200,,,,,,,,,,,,0,0,1,,,370,,,,,6,2,,,817
2000,840196851,STEFFES REPAIR AND TOWING,0,478,45,528,231 CENTRAL AVE S,BALATON,MN,56115,1032,,,,,,,5077344631,BENJI STEFFES,OWNER,GNRL ATMTVE RPR SHP,2000,41000,2,1,0,1,0,7538,0,,,,,,,,,,,,0,0,1,,,,,,,,5,3,,,413
2000,840256346,LIWF INC,0,38,45,311,13900 SUNFISH LAKE BLVD N,ANOKA,MN,55303,4542,,,,,,,7633238114,EMY TIBKE,PRESIDENT,FBRCTED STRCTRL MTL,2000,610000,2,8,1,8,1,3441,0,9901,,,,L I W,,,,,,,0,0,0,,,370,,,,,7,3,,,817
2000,840257047,RAY MEDICA INC,0,313,45,5736,9401 JAMES AVE S STE 120,MINNEAPOLIS,MN,55431,2549,,,,,,,6128850500,TODD JOHNSON,CHIEF FINANCIAL OFFICER,ELECTROMDCL EQPT,2000,0,2,0,2,0,2,3845,0,,,,,,,,,,,,0,0,0,,,370,,,,,9,2,,,817
2000,840280643,EVENT & MEETING MANAGEMENT,0,313,45,6513,12724 74TH AVE N,OSSEO,MN,55369,5294,,,,,,,7633151496,CONNIE SUTTON,PARTNER,BUS SERVICES NEC,2000,160000,2,3,0,3,0,7389,0,,,,,,,,,,,,0,0,1,,,370,,,,,9,2,,,817
2000,840281398,WINTHROP MOTEL,0,808,45,9278,,WINTHROP,MN,55396,,,RUR RTE 2 BOX 136,WINTHROP,MN,55396,9461,5076475413,LYLE SKALLAMD,OWNER,HOTELS AND MOTELS,2000,26000,2,1,0,1,0,7011,100,,,,,,,,,,,,0,0,1,,,,,,,,4,3,,,626
2000,840306661,C&C STEEL ROOFING,0,236,45,2285,,DODGE CENTER,MN,55927,,,P O BOX 463,DODGE CENTER,MN,55927,463,5073746084,CLINT WILLETTES,PARTNER,RFNG SDNG SHT MTL,2000,93000,2,2,0,2,0,1761,103,,,,,,,,,,,,0,0,1,,,,,,,,4,2,,,817
2000,840308881,HANS & FRITSCH PAINTING PLUS,0,621,45,7262,1444 26TH ST NW,ROCHESTER,MN,55901,7735,,,,,,,5072881385,JOUL FRITSCH,PARTNER,PNTNG PAPER HANGIN,2000,61000,2,2,0,2,0,1721,0,,,,,,,,,,,,0,0,1,,,491,,,,,6,2,,,817
2000,840308956,HUTCH & SONS BUILDERS,0,566,45,458,611 4TH AVE NW,AUSTIN,MN,55912,2338,,,,,,,5074377562,STEVE HUTCHSON,OWNER,SNGL-FAM HSNG CNSTR,2000,190000,2,2,0,2,0,1521,100,,,,,,,,,,,,0,0,1,,,,,,,,5,2,,,817
2000,840309038,STADE TAMMY,0,533,45,5078,202 PEIFER ST,LITCHFIELD,MN,55355,2545,,,,,,,3206930535,TAMMY STADE,OWNER,EATING PLACES,2000,24000,2,1,0,1,0,5812,306,,,,,PEIFER DRIVE DESIGN,,,,,,,0,0,1,,,,,,,,4,2,,,817
2000,840309228,JOYNER ARNOLD E DDS,0,819,45,7549,1576 13TH AVE SE,SAINT CLOUD,MN,56304,2224,,,,,,,3202559322,ARNOLD E JOYNER,OWNER,OFCS CLNS OF DNTST,2000,64000,2,1,0,1,0,8021,0,,,,,,,,,,,,0,0,1,,,503,,,,,7,2,,,817
2000,840311265,PHILS GIFT HOUSE,0,621,45,7262,805 4TH ST SE,ROCHESTER,MN,55904,7266,,,,,,,5072878510,PHIL BURNS,OWNER,GFT NVLTY SVENR S,2000,33000,2,1,0,1,0,5947,104,,,,,,,,,,,,0,0,1,,,491,,,,,6,2,,,817
2000,840311455,BENTLEY BRAD,0,621,45,7262,931 41ST ST NW APT 105,ROCHESTER,MN,55901,4244,,,,,,,5075360118,BRAD BENTLEY,OWNER,GFT NVLTY SVENR S,2000,33000,2,1,0,1,0,5947,9901,,,,,SUPREME SPORTS CARDS,,,,,,,0,0,1,,,491,,,,,6,2,,,817
2000,840311950,CDL LEASING DIVISION BOOMIN,0,236,45,4483,RR 2 BOX 166,KASSON,MN,55944,9533,,,,,,,5076346051,TROY ANDERS,PARTNER,TRUCK RNTL NO DRVR,2000,140000,2,2,0,2,0,7513,9901,,,,,BOOMING EXPRESS,,,,,,,0,0,1,,,,,,,,4,2,,,817
2000,840314319,PETICLAR CARE PET SITTING SVCS,0,775,45,2397,5257 W ARROWHEAD RD,DULUTH,MN,55811,1342,,,,,,,2187291097,TINA BACON,PARTNER,MISC RTL STRS NEC,2000,92000,2,2,0,2,0,5999,1100,,,,,,,,,,,,0,0,1,,,166,,,,,7,2,,,817
2000,840318161,LIFE CHIROPRACTIC CENTER,0,170,45,5834,822 23RD AVE S,MOORHEAD,MN,56560,4316,,,,,,,2182333430,BARBARA BJERKEN,OWNER,OFCS CLNS CHRPRCTR,2000,42000,2,1,0,1,0,8041,0,,,,,,,,,,,,0,0,1,,,187,,,,,5,2,,,817
2000,840572494,DMS MEDICAL BILLING,0,225,45,4812,17345 IXONIA PATH,LAKEVILLE,MN,55044,8796,,,,,,,9524352904,DIANE SHURSEN,OWNER,ACCTNG AUDTNG BKP,2000,34000,2,1,0,1,0,8721,9901,,,,,,,,,,,,0,0,1,,,370,,,,,7,2,,,818
2000,840596220,USSATIS TRUCKING INC,0,456,45,6093,1250 E 270TH ST,NEW PRAGUE,MN,56071,8860,,,,,,,9527588854,DWIGHT USSATIS,PRESIDENT,INDL TRUCKS TRCTOR,2000,260000,2,4,2,4,2,3537,0,,,,,,,,,,,,0,0,0,,,,,,,,4,2,,,818
2000,840694645,MINNESOTA LUMBER INC,0,819,45,7549,2758 COUNTY ROAD 74,SAINT CLOUD,MN,56301,8903,,,,,,,3206561909,DOUG BLAINE,PRESIDENT,LMBR BLDNG MTRLS,2000,5000000,0,5,0,5,0,5211,0,,,,,,,,,,,,0,0,1,,,503,,,,,7,2,,,818
2000,840849504,PLESKI PLUMBING,0,159,45,1592,32577 LOFTON LN,CHISAGO CITY,MN,55013,9312,,,,,,,6512574924,TROY PLESKI,OWNER,PLBNG HTNG AIR-CO,2000,48000,2,1,0,1,0,1711,200,,,,,,,,,,,,0,0,1,,,370,,,,,5,2,,,819
2000,840849587,VISIONARY BUILDING MAINTENANCE,0,698,45,7647,1244 DALE ST N,SAINT PAUL,MN,55117,4117,,,,,,,6514871468,DAVID HICKS,OWNER,BLDNG MAINT SVC NE,2000,18000,2,1,0,1,0,7349,104,,,,,,,,,,,,0,0,1,,,370,,,,,8,2,,,819
2000,840850304,MASSAGE BY JEANNIE,0,918,45,3062,508 8TH ST SW,FOREST LAKE,MN,55025,1708,,,,,,,6514640937,JEANNIE GUCKEEN,OWNER,MISC PRSNL SVCS NE,2000,29000,2,1,0,1,0,7299,201,,,,,,,,,,,,0,0,1,,,370,,,,,7,2,,,819
2000,840851302,BOBS LAWN SERVICE,0,797,45,9425,25865 101ST ST,ZIMMERMAN,MN,55398,9000,,,,,,,7638564937,BOB GROVER,OWNER,LAWN GARDEN SVCS,2000,35000,2,1,0,1,0,782,0,,,,,,,,,,,,0,0,1,,,503,,,,,5,2,,,819
